venue_name,month,day,year,lat,lon,formatted_address,city,state,country,country_code
Cat's Cradle,10,4,1991,35.9131542,-79.05578,"Chapel Hill, NC, United States of America",Chapel Hill,North Carolina,United States,us
Cat's Cradle,10,4,1991,35.9131542,-79.05578,"Chapel Hill, NC, United States of America",Chapel Hill,North Carolina,United States,us
40 Watt Club,10,5,1991,33.9597677,-83.376398,"Athens, GA, United States of America",Athens,Georgia,United States,us
The Masquerade,10,6,1991,33.7489924,-84.3902644,"Atlanta, GA, United States of America",Atlanta,Georgia,United States,us
Omni-New Daisy Theatre,10,7,1991,35.1460249,-90.0517638,"Memphis, TN, United States of America",Memphis,Tennessee,United States,us
Stache's,10,9,1991,39.9622601,-83.0007065,"Columbus, OH, United States of America",Columbus,Ohio,United States,us
Empire,10,10,1991,41.4996574,-81.6936772,"Cleveland, OH, United States of America",Cleveland,Ohio,United States,us
Saint Andrew's Hall,10,11,1991,42.3315509,-83.0466403,"Detroit, MI, United States of America",Detroit,Michigan,United States,us
Cabaret Metro,10,12,1991,41.8755616,-87.6244212,"Chicago, IL, United States of America",Chicago,Illinois,United States,us
Northern Lights,10,14,1991,44.9772995,-93.2654692,"Minneapolis, MN, United States of America",Minneapolis,Minnesota,United States,us
First Avenue Club,10,14,1991,44.9772995,-93.2654692,"Minneapolis, MN, United States of America",Minneapolis,Minnesota,United States,us
Mississippi Nights,10,16,1991,38.6280278,-90.1910154,"St. Louis, MO, United States of America",St. Louis,Missouri,United States,us
"Kansas Union Ballroom, University of Kansas",10,17,1991,38.9719384,-95.2359496,"Lawrence, KS, United States of America",Lawrence,Kansas,United States,us
Kansas Union Ballroom,10,17,1991,38.9719384,-95.2359496,"Lawrence, KS, United States of America",Lawrence,Kansas,United States,us
Trees Club,10,19,1991,32.7762719,-96.7968559,"Dallas, TX, United States of America",Dallas,Texas,United States,us
The Vatican,10,20,1991,29.7589382,-95.3676974,"Houston, TX, United States of America",Houston,Texas,United States,us
Waterloo Records,10,21,1991,30.2711286,-97.7436995,"Austin, TX, United States of America",Austin,Texas,United States,us
Liberty Lunch,10,21,1991,30.2711286,-97.7436995,"Austin, TX, United States of America",Austin,Texas,United States,us
After The Gold Rush,10,23,1991,33.4255117,-111.9400164,"Tempe, AZ, United States of America",Tempe,Arizona,United States,us
Iguana's,10,24,1991,32.5317397,-117.019529,"22320 Tijuana, BCN, Mexico",Tijuana,Baja California,Mexico,mx
Off The Record,10,24,1991,32.7174202,-117.1627728,"San Diego, CA, United States of America",San Diego,California,United States,us
The Palace (Rock For Choice Benefit),10,25,1991,34.0980031,-118.329523,"Hollywood, Los Angeles, CA, United States of America",Los Angeles,California,United States,us
Warfield Theater,10,26,1991,37.7790262,-122.419906,"San Francisco, CA, United States of America",San Francisco,California,United States,us
The Palace,10,27,1991,34.0980031,-118.329523,"Hollywood, Los Angeles, CA, United States of America",Los Angeles,California,United States,us
Fox Theatre,10,29,1991,45.5202471,-122.674194,"Portland, OR, United States of America",Portland,Oregon,United States,us
Commodore Ballroom,10,30,1991,49.2608724,-123.113952,"Vancouver, BC, Canada",Vancouver,British Columbia,Canada,ca
Paramount Theatre,10,31,1991,47.6038321,-122.330062,"Seattle, WA, United States of America",Seattle,Washington,United States,us
Bierkeller,11,4,1991,51.4538022,-2.5972985,"Bristol, City of Bristol, ENG, United Kingdom",Bristol,England,United Kingdom,gb
Astoria Theatre,11,5,1991,51.5073359,-0.12765,"London, ENG, United Kingdom",London,England,United Kingdom,gb
Wulfrun Hall,11,6,1991,52.5847651,-2.127567,"Wolverhampton, West Midlands Combined Authority, ENG, United Kingdom",Wolverhampton,England,United Kingdom,gb
Limehouse Studios (The Word),11,8,1991,51.5073359,-0.12765,"London, ENG, United Kingdom",London,England,United Kingdom,gb
Loft,11,10,1991,52.5170365,13.3888599,"Berlin, Germany",Berlin,,Germany,de
Markthalle,11,11,1991,53.550341,10.000654,"Hamburg, Germany",Hamburg,,Germany,de
Batschkapp,11,12,1991,50.1106444,8.6820917,"Frankfurt, Hesse, Germany",Frankfurt,Hesse,Germany,de
Nachtwerk,11,13,1991,48.1371079,11.5753822,"Munich, Bavaria, Germany",Munich,Bavaria,Germany,de
Arena,11,14,1991,48.2083537,16.3725042,"Vienna, Austria",Vienna,,Austria,at
Teatro Verdi,11,16,1991,45.5986173,13.7710497,"34015 Muggia / Milje Trieste, Italy",Muggia / Milje,Friuli-Venezia Giulia,Italy,it
Bloom,11,17,1991,45.628977,9.44485,"20883 Mezzago MB, Italy",Mezzago,Lombardy,Italy,it
Teatro Castello,11,19,1991,41.8933203,12.4829321,"Rome, Roma Capitale, Italy",Rome,Lazio,Italy,it
Kryptonite,11,20,1991,44.6461651,11.5332953,"40052 Baricella BO, Italy",Baricella,Emilia-Romagna,Italy,it
Vooruit,11,23,1991,51.0538286,3.7250121,"Ghent, Gent, Belgium",Ghent,East Flanders,Belgium,be
NOB Radiostudio,11,25,1991,52.2241375,5.1719396,"Hilversum, NH, Netherlands",Hilversum,North Holland,Netherlands,nl
Paradiso,11,25,1991,52.3730796,4.8924534,"Amsterdam, NH, Netherlands",Amsterdam,North Holland,Netherlands,nl
"Communal Building, University of Bradford",11,26,1991,53.7944229,-1.7519186,"Bradford, West Yorkshire, ENG, United Kingdom",Bradford,England,United Kingdom,gb
BBC Elstree Centre (Top of the Pops),11,27,1991,51.6604863,-0.2706506,"Borehamwood, Hertsmere, WD6 5HL, United Kingdom",Hertsmere,England,United Kingdom,gb
Hummingbird,11,27,1991,52.4796992,-1.9026911,"Birmingham, West Midlands Combined Authority, ENG, United Kingdom",Birmingham,England,United Kingdom,gb
"Octagon Centre, University of Sheffield",11,28,1991,53.3806626,-1.4702278,"Sheffield, South Yorkshire, ENG, United Kingdom",Sheffield,England,United Kingdom,gb
Calton Studios,11,29,1991,55.9533456,-3.1883749,"City of Edinburgh, SCT, United Kingdom",City of Edinburgh,Scotland,United Kingdom,gb
"Queen Margaret Union, University of Glasgow",11,30,1991,55.861155,-4.2501687,"Glasgow, G2 1DY, United Kingdom",Glasgow,Scotland,United Kingdom,gb
"Queen Margaret Union, University of Glasgow",11,30,1991,55.861155,-4.2501687,"Glasgow, G2 1DY, United Kingdom",Glasgow,Scotland,United Kingdom,gb
The Southern Bar,12,1,1991,55.9533456,-3.1883749,"City of Edinburgh, SCT, United Kingdom",City of Edinburgh,Scotland,United Kingdom,gb
The Mayfair,12,2,1991,54.9738474,-1.6131572,"yes, Newcastle upon Tyne, ENG, United Kingdom",Newcastle upon Tyne,England,United Kingdom,gb
Rock City,12,3,1991,52.9534193,-1.1496461,"Nottingham, ENG, United Kingdom",Nottingham,England,United Kingdom,gb
Academy,12,4,1991,53.4794892,-2.2451148,"Manchester, Greater Manchester, ENG, United Kingdom",Manchester,England,United Kingdom,gb
Kilburn National Ballroom,12,5,1991,51.5073359,-0.12765,"London, ENG, United Kingdom",London,England,United Kingdom,gb
The Greenwood (Tonight with Jonathan Ross),12,6,1991,51.5073359,-0.12765,"London, ENG, United Kingdom",London,England,United Kingdom,gb
Salle Omnisports (Trans Musicales),12,7,1991,48.1113387,-1.6800198,"Rennes, Ille-et-Vilaine, France",Rennes,Brittany,France,fr
Los Angeles Memorial Sports Arena,12,27,1991,34.0536909,-118.242766,"Los Angeles, CA, United States of America",Los Angeles,California,United States,us
"Pat O'Brien Pavilion, Del Mar Fairgrounds",12,28,1991,32.9594891,-117.2653146,"Del Mar, CA, United States of America",Del Mar,California,United States,us
"University Activity Center, Arizona State University",12,29,1991,33.4255117,-111.9400164,"Tempe, AZ, United States of America",Tempe,Arizona,United States,us
Cow Palace,12,31,1991,37.6904826,-122.47267,"Daly City, CA, United States of America",Daly City,California,United States,us
Salem Armory,1,2,1992,44.9391565,-123.033121,"Salem, OR, United States of America",Salem,Oregon,United States,us
Salem Armory Auditorium,1,2,1992,44.9391565,-123.033121,"Salem, OR, United States of America",Salem,Oregon,United States,us
NBC Studios (Saturday Night Live rehearsal),1,9,1992,40.7127281,-74.0060152,"New York, NY, United States of America",New York,New York,United States,us
MTV Studios,1,10,1992,40.7127281,-74.0060152,"New York, NY, United States of America",New York,New York,United States,us
NBC Studios (Saturday Night Live dress rehearsal),1,11,1992,40.7127281,-74.0060152,"New York, NY, United States of America",New York,New York,United States,us
NBC Studios (Saturday Night Live),1,11,1992,40.7127281,-74.0060152,"New York, NY, United States of America",New York,New York,United States,us
Crocodile Cafe,1,15,1992,47.6038321,-122.330062,"Seattle, WA, United States of America",Seattle,Washington,United States,us
Phoenecian Club,1,24,1992,-33.8698439,151.2082848,"Sydney NSW 2000, Australia",Sydney,New South Wales,Australia,au
Hordern Pavilion,1,25,1992,-33.8698439,151.2082848,"Sydney NSW 2000, Australia",Sydney,New South Wales,Australia,au
Fisherman's Wharf,1,26,1992,-28.0023731,153.4145987,"Gold Coast City, QLD, Australia",Gold Coast City,Queensland,Australia,au
Brisbane Festival Hall,1,27,1992,-27.4689682,153.0234991,"Brisbane City, QLD, Australia",Brisbane City,Queensland,Australia,au
Thebarton Theatre,1,30,1992,-34.9281805,138.5999312,"Adelaide, Adelaide City Council, Australia",Adelaide,South Australia,Australia,au
Palace,1,31,1992,-37.8142454,144.9631732,"Melbourne, VIC, Australia",Melbourne,Victoria,Australia,au
Palace,2,1,1992,-37.8142454,144.9631732,"Melbourne, VIC, Australia",Melbourne,Victoria,Australia,au
The Palace,2,2,1992,-37.8142454,144.9631732,"Melbourne, VIC, Australia",Melbourne,Victoria,Australia,au
ANU Union Bar,2,5,1992,-35.2975906,149.1012676,"District of Canberra Central, Canberra, Australia",Canberra,,Australia,au
"Selina's, The Coogee Bay Hotel",2,6,1992,-33.8698439,151.2082848,"Sydney NSW 2000, Australia",Sydney,New South Wales,Australia,au
"Selina's, The Coogee Bay Hotel",2,7,1992,-33.8698439,151.2082848,"Sydney NSW 2000, Australia",Sydney,New South Wales,Australia,au
Logan Campbell Centre,2,9,1992,-36.852095,174.7631803,"Auckland 1010, New Zealand",Auckland,Auckland,New Zealand,nz
Kokusai Koryu Center,2,14,1992,34.6937569,135.5014539,"Osaka, Osaka Prefecture, Japan",Osaka,Osaka Prefecture,Japan,jp
Club Quattro,2,16,1992,35.1851045,136.8998438,"Nagoya, Aichi Prefecture, Japan",Nagoya,Chubu Region,Japan,jp
Club Citta,2,17,1992,35.5305307,139.7028012,"Kawasaki, Kanagawa Prefecture, Japan",Kawasaki,,Japan,jp
Nakano Sunplaza,2,19,1992,35.6840574,139.7744912,"Tokyo, Japan",Tokyo,,Japan,jp
Pink's Garage,2,21,1992,21.2891309,-157.7173915,"East Honolulu, HI, United States of America",East Honolulu,Hawaii,United States,us
Pink's Garage,2,22,1992,21.2891309,-157.7173915,"East Honolulu, HI, United States of America",East Honolulu,Hawaii,United States,us
Point Depot,6,21,1992,53.3493795,-6.2605593,"Dublin, Ireland",Dublin,Leinster,Ireland,ie
King's Hall,6,22,1992,54.596391,-5.9301829,"Belfast, BT1 5GS, United Kingdom",Belfast,Northern Ireland,United Kingdom,gb
Zénith,6,24,1992,48.8588897,2.3200410217200766,"Paris, IDF, France",Paris,Ile-de-France,France,fr
Dyrskuepladsen,6,26,1992,55.6433478,12.0819247,"4000 Roskilde, Denmark",Roskilde,Region Zealand,Denmark,dk
Kansanpuisto,6,27,1992,60.4517531,22.2670522,"Turku, Southwest Finland, Finland",Turku,Mainland Finland,Finland,fi
Kalvøya (Kalvøyafestivalen),6,28,1992,59.9133301,10.7389701,"Oslo, Norway",Oslo,,Norway,no
Sjöhistoriska Museet,6,30,1992,59.3251172,18.0710935,"Stockholm, Stockholm County, Sweden",Stockholm,,Sweden,se
Plaza de Toros de Valencia,7,2,1992,39.4697065,-0.3763353,"Valencia, Valencian Community, Spain",Valencia,Valencian Community,Spain,es
Palacio de los Deportes de la Comunidad de Madrid,7,3,1992,40.4167047,-3.7035825,"Madrid, Spain",Madrid,Community of Madrid,Spain,es
Pabellón de la Casilla de Bilbao,7,4,1992,43.2630018,-2.9350039,"Bilbao, Basque Country, Spain",Bilbao,Autonomous Community of the Basque Country,Spain,es
Richfield Avenue (Reading Festival),8,30,1992,51.4564242,-0.9700664,"yes, Reading, ENG, United Kingdom",Reading,England,United Kingdom,gb
"Edwin W. Pauley Pavilion, UCLA (MTV Video Music Awards rehearsal)",9,8,1992,34.0536909,-118.242766,"Los Angeles, CA, United States of America",Los Angeles,California,United States,us
"Edwin W. Pauley Pavilion, UCLA (MTV Video Music Awards rehearsals)",9,8,1992,34.0536909,-118.242766,"Los Angeles, CA, United States of America",Los Angeles,California,United States,us
"Edwin W. Pauley Pavilion, UCLA (MTV Video Music Awards rehearsal)",9,9,1992,34.0536909,-118.242766,"Los Angeles, CA, United States of America",Los Angeles,California,United States,us
"Edwin W. Pauley Pavilion, UCLA (MTV Video Music Awards)",9,9,1992,34.0536909,-118.242766,"Los Angeles, CA, United States of America",Los Angeles,California,United States,us
Portland Meadows,9,10,1992,45.5202471,-122.674194,"Portland, OR, United States of America",Portland,Oregon,United States,us
Seattle Center Coliseum,9,11,1992,47.6038321,-122.330062,"Seattle, WA, United States of America",Seattle,Washington,United States,us
Castaic Lake Amphitheatre,9,26,1992,34.4888822,-118.6228656,"Castaic, Castaic, CA, United States of America",Castaic,California,United States,us
Carver Gymnasium,10,3,1992,48.7544012,-122.478836,"Bellingham, WA, United States of America",Bellingham,Washington,United States,us
Crocodile Cafe,10,4,1992,47.6038321,-122.330062,"Seattle, WA, United States of America",Seattle,Washington,United States,us
Estadio José Amalfitani,10,30,1992,-34.6075682,-58.4370894,"Comuna 6, Buenos Aires, Argentina",Buenos Aires,,Argentina,ar
Estádio Cícero Pompeu de Toledo (Hollywood Rock Festival),1,16,1993,-23.5506507,-46.6333824,"São Paulo, Região Metropolitana de São Paulo, Brazil",São Paulo,São Paulo,Brazil,br
Praça da Apoteose (Hollywood Rock Festival),1,23,1993,-22.9110137,-43.2093727,"Rio de Janeiro, Região Metropolitana do Rio de Janeiro, Brazil",Rio de Janeiro,Rio de Janeiro,Brazil,br
Cow Palace,4,9,1993,37.6904826,-122.47267,"Daly City, CA, United States of America",Daly City,California,United States,us
Roseland Ballroom,7,23,1993,40.7127281,-74.0060152,"New York, NY, United States of America",New York,New York,United States,us
King Performance Center (Mia Zapata Benefit),8,6,1993,47.6038321,-122.330062,"Seattle, WA, United States of America",Seattle,Washington,United States,us
Club Lingerie (Rock Against Rape Benefit),9,8,1993,34.0980031,-118.329523,"Hollywood, Los Angeles, CA, United States of America",Los Angeles,California,United States,us
NBC Studios (Saturday Night Live rehearsals),9,23,1993,40.7127281,-74.0060152,"New York, NY, United States of America",New York,New York,United States,us
NBC Studios (Saturday Night Live dress rehearsal),9,25,1993,40.7127281,-74.0060152,"New York, NY, United States of America",New York,New York,United States,us
NBC Studios (Saturday Night Live),9,25,1993,40.7127281,-74.0060152,"New York, NY, United States of America",New York,New York,United States,us
Veterans Memorial Coliseum (Arizona State Fair),10,18,1993,33.4484367,-112.074141,"Phoenix, AZ, United States of America",Phoenix,Arizona,United States,us
"SE Exhibit Hall, Albuquerque Convention Center",10,19,1993,35.0841034,-106.650985,"Albuquerque, NM, United States of America",Albuquerque,New Mexico,United States,us
Memorial Hall,10,21,1993,39.1134562,-94.626497,"Kansas City, KS, United States of America",Kansas City,Kansas,United States,us
Palmer Alumni Auditorium,10,22,1993,41.5235808,-90.5770967,"Davenport, IA, United States of America",Davenport,Iowa,United States,us
Aragon Ballroom,10,23,1993,41.8755616,-87.6244212,"Chicago, IL, United States of America",Chicago,Illinois,United States,us
Aragon Ballroom,10,25,1993,41.8755616,-87.6244212,"Chicago, IL, United States of America",Chicago,Illinois,United States,us
Mecca Auditorium,10,26,1993,43.0349931,-87.922497,"Milwaukee, WI, United States of America",Milwaukee,Wisconsin,United States,us
Wings Stadium,10,27,1993,42.291707,-85.5872286,"Kalamazoo, MI, United States of America",Kalamazoo,Michigan,United States,us
Michigan State Fairgrounds Coliseum,10,29,1993,42.3315509,-83.0466403,"Detroit, MI, United States of America",Detroit,Michigan,United States,us
Hara Arena,10,30,1993,39.7589478,-84.1916069,"Dayton, OH, United States of America",Dayton,Ohio,United States,us
University of Akron,10,31,1993,41.083064,-81.518485,"Akron, OH, United States of America",Akron,Ohio,United States,us
Auditorium de Verdun,11,2,1993,45.459078,-73.5731774,"Verdun, Montreal, QC, Canada",Montreal,Quebec,Canada,ca
Maple Leaf Gardens,11,4,1993,43.6534817,-79.3839347,"Old Toronto, ON, Canada",Old Toronto,Ontario,Canada,ca
University at Buffalo,11,5,1993,42.9783924,-78.7997616,"Amherst, NY, United States of America",Amherst,New York,United States,us
"William and Mary Hall, The College of William & Mary",11,7,1993,37.2708788,-76.7074042,"Williamsburg, VA, United States of America",Williamsburg,Virginia,United States,us
Armory,11,8,1993,39.9527237,-75.1635262,"Philadelphia, PA, United States of America",Philadelphia,Pennsylvania,United States,us
Lehigh University,11,9,1993,40.6178915,-75.3786521,"Bethlehem, PA, United States of America",Bethlehem,Pennsylvania,United States,us
Springfield Civic Center,11,10,1993,42.1018764,-72.5886727,"Springfield, MA, United States of America",Springfield,Massachusetts,United States,us
George Wallace Civic Center,11,12,1993,42.5854371,-71.8046023,"Fitchburg, MA 01420, United States of America",Fitchburg,Massachusetts,United States,us
American University,11,13,1993,38.8950368,-77.0365427,"Washington, DC, United States of America",Washington,District of Columbia,United States,us
New York Coliseum,11,14,1993,40.7127281,-74.0060152,"New York, NY, United States of America",New York,New York,United States,us
Roseland Ballroom,11,15,1993,40.7127281,-74.0060152,"New York, NY, United States of America",New York,New York,United States,us
SST Rehearsal Facility (MTV Unplugged rehearsals),11,16,1993,40.7695457,-74.0204177,"Weehawken, NJ 07086, United States of America",Weehawken,New Jersey,United States,us
SST Rehearsal Facility (MTV Unplugged rehearsals),11,17,1993,40.7695457,-74.0204177,"Weehawken, NJ 07086, United States of America",Weehawken,New Jersey,United States,us
Sony Music Studios (MTV Unplugged rehearsal),11,18,1993,40.7127281,-74.0060152,"New York, NY, United States of America",New York,New York,United States,us
Sony Music Studios (MTV Unplugged rehearsals),11,18,1993,40.7127281,-74.0060152,"New York, NY, United States of America",New York,New York,United States,us
Sony Music Studios (MTV Unplugged),11,18,1993,40.7127281,-74.0060152,"New York, NY, United States of America",New York,New York,United States,us
Morocco Shrine Auditorium,11,26,1993,30.3321838,-81.655651,"Jacksonville, FL, United States of America",Jacksonville,Florida,United States,us
AT&T Bayfront Park Amphitheater,11,27,1993,25.7741728,-80.19362,"Miami, FL, United States of America",Miami,Florida,United States,us
"Jenkins Arena, Lakeland Civic Center",11,28,1993,28.0394654,-81.9498042,"Lakeland, FL, United States of America",Lakeland,Florida,United States,us
Omni,11,29,1993,33.7489924,-84.3902644,"Atlanta, GA, United States of America",Atlanta,Georgia,United States,us
Boutwell Municipal Auditorium,12,1,1993,33.5206824,-86.8024326,"Birmingham, AL, United States of America",Birmingham,Alabama,United States,us
Tallahassee-Leon County Civic Center,12,2,1993,30.4380832,-84.2809332,"Tallahassee, FL, United States of America",Tallahassee,Florida,United States,us
Senator Nat G. Kiefer University of New Orleans Lakefront Arena,12,3,1993,29.9759983,-90.0782127,"New Orleans, LA, United States of America",New Orleans,Louisiana,United States,us
Fairpark Coliseum,12,5,1993,32.7762719,-96.7968559,"Dallas, TX, United States of America",Dallas,Texas,United States,us
Astroarena,12,6,1993,29.7589382,-95.3676974,"Houston, TX, United States of America",Houston,Texas,United States,us
Travel and Transportation Building,12,8,1993,35.4729886,-97.5170536,"Oklahoma City, OK, United States of America",Oklahoma City,Oklahoma,United States,us
Ak-Sar-Ben Coliseum,12,9,1993,41.2587459,-95.9383758,"Omaha, NE, United States of America",Omaha,Nebraska,United States,us
Roy Wilkins Auditorium,12,10,1993,44.9497487,-93.0931028,"Saint Paul, MN, United States of America",Saint Paul,Minnesota,United States,us
Pier 48 (MTV Live and Loud rehearsal),12,13,1993,47.6038321,-122.330062,"Seattle, WA, United States of America",Seattle,Washington,United States,us
Pier 48 (MTV Live and Loud rehearsals),12,13,1993,47.6038321,-122.330062,"Seattle, WA, United States of America",Seattle,Washington,United States,us
Pier 48 (MTV Live and Loud),12,13,1993,47.6038321,-122.330062,"Seattle, WA, United States of America",Seattle,Washington,United States,us
Salem Armory Auditorium,12,14,1993,44.9391565,-123.033121,"Salem, OR, United States of America",Salem,Oregon,United States,us
"The Pavilion, Boise State University",12,15,1993,43.6166163,-116.200886,"Boise, ID 83701, United States of America",Boise,Idaho,United States,us
Golden Spike Arena,12,16,1993,41.2230048,-111.9738429,"Ogden, UT, United States of America",Ogden,Utah,United States,us
Coliseum,12,18,1993,39.7392364,-104.984862,"Denver, CO, United States of America",Denver,Colorado,United States,us
San Diego Sports Arena,12,29,1993,32.7174202,-117.1627728,"San Diego, CA, United States of America",San Diego,California,United States,us
Great Western Forum,12,30,1993,33.9562003,-118.353132,"Inglewood, CA, United States of America",Inglewood,California,United States,us
Oakland-Alameda County Coliseum Arena,12,31,1993,37.8044557,-122.271356,"Oakland, CA, United States of America",Oakland,California,United States,us
"Compton Arena, Jackson County Fairgrounds/Expo Park",1,1,1994,45.295399,-122.6303691,"Central Point, OR, United States of America",Central Point,Oregon,United States,us
Pacific National Exhibition Forum,1,3,1994,49.2608724,-123.113952,"Vancouver, BC, Canada",Vancouver,British Columbia,Canada,ca
Pacific National Exhibition Forum,1,4,1994,49.2608724,-123.113952,"Vancouver, BC, Canada",Vancouver,British Columbia,Canada,ca
Spokane Coliseum,1,6,1994,47.6571934,-117.42351,"Spokane, WA, United States of America",Spokane,Washington,United States,us
Spokane Coliseum,1,6,1994,47.6571934,-117.42351,"Spokane, WA, United States of America",Spokane,Washington,United States,us
Seattle Center Arena,1,7,1994,47.6038321,-122.330062,"Seattle, WA, United States of America",Seattle,Washington,United States,us
Seattle Center Arena,1,8,1994,47.6038321,-122.330062,"Seattle, WA, United States of America",Seattle,Washington,United States,us
"Studio 3, Canal+ (Nulle Part Ailleurs)",2,4,1994,48.8588897,2.3200410217200766,"Paris, IDF, France",Paris,Ile-de-France,France,fr
Pavilhão do Grupo Dramático e Sportivo de Cascais,2,6,1994,38.72240025,-9.396909171649877,"Cascais, Lisbon, Portugal",Cascais,,Portugal,pt
Pabellón de Deportes del Real Madrid,2,8,1994,40.4167047,-3.7035825,"Madrid, Spain",Madrid,Community of Madrid,Spain,es
Palau Municipal dels Esports de Barcelona,2,9,1994,41.3828939,2.1774322,"08001 Barcelona, Spain",Barcelona,Catalonia,Spain,es
Palais des Sports,2,10,1994,43.6044622,1.4442469,"Toulouse, Haute-Garonne, France",Toulouse,Occitania,France,fr
Zénith Oméga,2,12,1994,43.1257311,5.9304919,"Toulon, Var, France",Toulon,Provence-Alpes-Côte d'Azur,France,fr
Zénith,2,14,1994,48.8588897,2.3200410217200766,"Paris, IDF, France",Paris,Ile-de-France,France,fr
Salle Omnisports,2,16,1994,48.1113387,-1.6800198,"Rennes, Ille-et-Vilaine, France",Rennes,Brittany,France,fr
Summum,2,18,1994,45.1875602,5.7357819,"Grenoble, Isère, France",Grenoble,Auvergne-Rhône-Alpes,France,fr
Patinoires du Littoral,2,19,1994,46.9895828,6.9292641,"Neuchâtel, NE, Switzerland",Neuchâtel,Neuchâtel,Switzerland,ch
Palasport,2,21,1994,44.6458885,10.9255707,"Modena, Italy",Modena,Emilia-Romagna,Italy,it
Palaghiaccio,2,22,1994,41.8933203,12.4829321,"Rome, Roma Capitale, Italy",Rome,Lazio,Italy,it
RAI Centro di Produzione TV Studi Nomentano (Tunnel),2,23,1994,41.8933203,12.4829321,"Rome, Roma Capitale, Italy",Rome,Lazio,Italy,it
Palatrussardi,2,24,1994,45.4641943,9.1896346,"Milan, Italy",Milan,Lombardy,Italy,it
Palatrussardi,2,25,1994,45.4641943,9.1896346,"Milan, Italy",Milan,Lombardy,Italy,it
Hala Tivoli,2,27,1994,46.0500268,14.5069289,"Ljubljana, Slovenia",Ljubljana,,Slovenia,si
Terminal 1,3,1,1994,48.1371079,11.5753822,"Munich, Bavaria, Germany",Munich,Bavaria,Germany,de
"Terminal 1, Flughafen München-Riem",3,1,1994,48.1371079,11.5753822,"Munich, Bavaria, Germany",Munich,Bavaria,Germany,de
